N,y,q,r,y_digits,q_digits,q_norm,q_bin,y_six_digits,exact,correct_digits,valid_digits
323,96380,298,126,5,3,0.92546584,Q75_100,False,0,1,3
323,38845,120,85,5,3,0.37267081,Q25_50,False,0,0,2
323,49901,154,159,5,3,0.47826087,Q25_50,False,0,1,3
323,91390,282,304,5,3,0.8757764,Q75_100,False,0,0,3
323,85840,265,245,5,3,0.82298137,Q75_100,False,0,1,3
323,44920,139,23,5,3,0.43167702,Q25_50,False,0,0,2
323,74277,229,310,5,3,0.71118012,Q50_75,False,0,2,3
323,8506,26,108,4,2,0.08074534,Q0_25,False,1,3,3
323,21538,66,220,5,2,0.20496894,Q0_25,False,0,1,3
323,2563,7,302,4,1,0.02173913,Q0_25,False,0,2,3
323,18767,58,33,5,2,0.18012422,Q0_25,False,0,0,2
323,15269,47,88,5,2,0.14596273,Q0_25,False,0,0,2
323,40820,126,122,5,3,0.39130435,Q25_50,False,0,1,3
323,35147,108,263,5,3,0.33540373,Q25_50,False,0,1,3
323,64290,199,13,5,3,0.61801242,Q50_75,False,0,1,2
323,59574,184,142,5,3,0.57142857,Q50_75,False,0,1,3
323,83158,257,147,5,3,0.79813665,Q75_100,False,0,1,3
323,50282,155,217,5,3,0.48136646,Q25_50,False,0,2,3
323,73433,227,112,5,3,0.70496894,Q50_75,False,0,2,3
323,1260,3,291,4,1,0.00931677,Q0_25,False,0,0,3
323,37688,116,220,5,3,0.36024845,Q25_50,False,0,1,3
323,61467,190,97,5,3,0.59006211,Q50_75,False,0,0,2
323,31360,97,29,5,2,0.30124224,Q25_50,False,0,1,2
323,83523,258,189,5,3,0.80124224,Q75_100,False,0,1,3
323,51700,160,20,5,3,0.49689441,Q25_50,False,0,0,2
323,19790,61,87,5,2,0.18944099,Q0_25,False,0,0,2
323,31438,97,107,5,2,0.30124224,Q25_50,False,0,1,3
323,19425,60,45,5,2,0.1863354,Q0_25,False,0,0,2
323,84302,260,322,5,3,0.80745342,Q75_100,False,0,1,3
323,24635,76,87,5,2,0.23602484,Q0_25,False,0,0,2
323,83820,259,163,5,3,0.80434783,Q75_100,False,0,1,3
323,84097,260,117,5,3,0.80745342,Q75_100,False,0,2,3
323,100906,312,130,6,3,0.9689441,Q75_100,True,0,2,3
323,73806,228,162,5,3,0.70807453,Q50_75,False,0,1,3
323,29570,91,177,5,2,0.2826087,Q25_50,False,0,1,3
323,59405,183,296,5,3,0.56832298,Q50_75,False,0,0,3
323,85907,265,312,5,3,0.82298137,Q75_100,False,0,2,3
323,2506,7,245,4,1,0.02173913,Q0_25,False,1,3,3
323,98731,305,216,5,3,0.94720497,Q75_100,False,0,2,3
377,29635,78,229,5,2,0.20744681,Q0_25,False,0,1,3
377,76571,203,40,5,3,0.53989362,Q50_75,False,0,1,2
377,3342,8,326,4,1,0.0212766,Q0_25,False,0,1,3
377,140762,373,141,6,3,0.99202128,Q75_100,True,0,0,3
377,33451,88,275,5,2,0.23404255,Q0_25,False,0,0,3
377,51563,136,291,5,3,0.36170213,Q25_50,False,0,2,3
377,99404,263,253,5,3,0.69946809,Q50_75,False,0,1,3
377,60814,161,117,5,3,0.42819149,Q25_50,False,0,1,3
377,27171,72,27,5,2,0.19148936,Q0_25,False,0,0,2
377,1664,4,156,4,1,0.0106383,Q0_25,False,0,0,3
377,42492,112,268,5,3,0.29787234,Q25_50,False,0,1,3
377,119713,317,204,6,3,0.84308511,Q75_100,True,0,0,3
377,71096,188,220,5,3,0.5,Q50_75,False,0,2,3
377,65160,172,316,5,3,0.45744681,Q25_50,False,0,0,3
377,62188,164,360,5,3,0.43617021,Q25_50,False,0,1,3
377,56207,149,34,5,3,0.3962766,Q25_50,False,0,0,2
377,138106,366,124,6,3,0.97340426,Q75_100,True,0,1,3
377,5172,13,271,4,2,0.03457447,Q0_25,False,0,1,3
377,84110,223,39,5,3,0.59308511,Q50_75,False,0,0,2
377,13235,35,40,5,2,0.09308511,Q0_25,False,0,0,2
377,45760,121,143,5,3,0.32180851,Q25_50,False,0,2,3
377,79187,210,17,5,3,0.55851064,Q50_75,False,0,0,2
377,140156,371,289,6,3,0.98670213,Q75_100,True,0,2,3
377,43674,115,319,5,3,0.30585106,Q25_50,False,0,1,3
377,76061,201,284,5,3,0.53457447,Q50_75,False,0,0,3
377,3347,8,331,4,1,0.0212766,Q0_25,False,0,0,3
377,12697,33,256,5,2,0.08776596,Q0_25,False,0,1,3
377,135330,358,364,6,3,0.95212766,Q75_100,True,0,1,3
377,51791,137,142,5,3,0.3643617,Q25_50,False,0,1,3
377,139192,369,79,6,3,0.98138298,Q75_100,True,0,0,2
377,35636,94,198,5,2,0.25,Q25_50,False,0,1,3
377,111431,295,216,6,3,0.78457447,Q75_100,True,0,1,3
377,94877,251,250,5,3,0.66755319,Q50_75,False,0,0,3
377,14432,38,106,5,2,0.10106383,Q0_25,False,0,1,3
377,77511,205,226,5,3,0.54521277,Q50_75,False,0,0,3
377,78937,209,144,5,3,0.55585106,Q50_75,False,0,1,3
377,47728,126,226,5,3,0.33510638,Q25_50,False,0,0,3
377,32513,86,91,5,2,0.2287234,Q0_25,False,0,1,2
377,49495,131,108,5,3,0.34840426,Q25_50,False,0,1,3
377,104959,278,153,6,3,0.7393617,Q50_75,True,0,1,3
377,139721,370,231,6,3,0.98404255,Q75_100,True,0,0,3
377,39217,104,9,5,3,0.27659574,Q25_50,False,1,1,1
377,137478,364,250,6,3,0.96808511,Q75_100,True,0,0,3
377,53575,142,41,5,3,0.37765957,Q25_50,False,0,0,2
377,82980,220,40,5,3,0.58510638,Q50_75,False,0,0,2
377,1721,4,213,4,1,0.0106383,Q0_25,False,0,0,3
377,77947,206,285,5,3,0.54787234,Q50_75,False,0,1,3
377,48486,128,230,5,3,0.34042553,Q25_50,False,0,1,3
377,94510,250,260,5,3,0.66489362,Q50_75,False,0,2,3
377,90174,239,71,5,3,0.6356383,Q50_75,False,0,1,2
377,108186,286,364,6,3,0.7606383,Q75_100,True,0,0,3
377,71605,189,352,5,3,0.50265957,Q50_75,False,0,0,3
377,18443,48,347,5,2,0.12765957,Q0_25,False,0,0,3
377,86610,229,277,5,3,0.60904255,Q50_75,False,0,1,3
377,33158,87,359,5,2,0.23138298,Q0_25,False,0,0,3
377,16753,44,165,5,2,0.11702128,Q0_25,False,1,3,3
377,48785,129,152,5,3,0.34308511,Q25_50,False,0,1,3
377,89215,236,243,5,3,0.62765957,Q50_75,False,0,1,3
377,35721,94,283,5,2,0.25,Q25_50,False,0,0,3
377,74437,197,168,5,3,0.52393617,Q50_75,False,0,2,3
377,48448,128,192,5,3,0.34042553,Q25_50,False,0,1,3
377,65968,174,370,5,3,0.46276596,Q25_50,False,0,0,3
377,26384,69,371,5,2,0.18351064,Q0_25,False,0,0,3
377,93471,247,352,5,3,0.65691489,Q50_75,False,0,0,3
377,2419,6,157,4,1,0.01595745,Q0_25,False,0,1,3
377,40823,108,107,5,3,0.28723404,Q25_50,False,0,1,3
377,54190,143,279,5,3,0.38031915,Q25_50,False,0,2,3
377,92746,246,4,5,3,0.65425532,Q50_75,False,0,0,1
377,46839,124,91,5,3,0.32978723,Q25_50,False,0,1,2
377,89399,237,50,5,3,0.63031915,Q50_75,False,0,0,2
377,72605,192,221,5,3,0.5106383,Q50_75,False,0,2,3
377,67703,179,220,5,3,0.47606383,Q25_50,False,0,0,3
377,93657,248,161,5,3,0.65957447,Q50_75,False,1,3,3
377,50985,135,90,5,3,0.35904255,Q25_50,False,0,1,2
377,71037,188,161,5,3,0.5,Q50_75,False,0,2,3
377,127599,338,173,6,3,0.89893617,Q75_100,True,0,1,3
377,102079,270,289,6,3,0.71808511,Q50_75,True,0,1,3
377,68664,182,50,5,3,0.48404255,Q25_50,False,0,0,2
377,30615,81,78,5,2,0.21542553,Q0_25,False,0,0,2
377,124275,329,242,6,3,0.875,Q75_100,True,0,0,3
377,63482,168,146,5,3,0.44680851,Q25_50,False,0,2,3
377,139786,370,296,6,3,0.98404255,Q75_100,True,0,2,3
377,15382,40,302,5,2,0.10638298,Q0_25,False,0,0,3
377,102236,271,69,6,3,0.72074468,Q50_75,True,0,1,2
377,36899,97,330,5,2,0.25797872,Q25_50,False,0,0,3
377,99677,264,149,5,3,0.70212766,Q50_75,False,0,2,3
377,103413,274,115,6,3,0.7287234,Q50_75,True,0,2,3
377,97888,259,245,5,3,0.68882979,Q50_75,False,0,1,3
377,135082,358,116,6,3,0.95212766,Q75_100,True,0,2,3
377,130178,345,113,6,3,0.91755319,Q75_100,True,0,0,3
377,9599,25,174,4,2,0.06648936,Q0_25,False,0,1,3
377,21100,55,365,5,2,0.1462766,Q0_25,False,0,1,3
377,10787,28,231,5,2,0.07446809,Q0_25,False,0,1,3
377,89408,237,59,5,3,0.63031915,Q50_75,False,0,1,2
377,21406,56,294,5,2,0.14893617,Q0_25,False,0,0,3
377,88782,235,187,5,3,0.625,Q50_75,False,0,2,3
377,86189,228,233,5,3,0.60638298,Q50_75,False,0,1,3
377,35815,95,0,5,2,0.25265957,Q25_50,False,0,0,1
377,83877,222,183,5,3,0.59042553,Q50_75,False,0,2,3
377,48451,128,195,5,3,0.34042553,Q25_50,False,0,2,3
377,69675,184,307,5,3,0.4893617,Q25_50,False,0,0,3
377,112207,297,238,6,3,0.78989362,Q75_100,True,0,1,3
377,114883,304,275,6,3,0.80851064,Q75_100,True,0,0,3
377,27977,74,79,5,2,0.19680851,Q0_25,False,0,0,2
377,38841,103,10,5,3,0.27393617,Q25_50,False,0,0,2
377,115554,306,192,6,3,0.81382979,Q75_100,True,0,2,3
377,132736,352,32,6,3,0.93617021,Q75_100,True,0,1,2
377,71875,190,245,5,3,0.50531915,Q50_75,False,0,1,3
377,35034,92,350,5,2,0.24468085,Q0_25,False,0,0,3
377,55942,148,146,5,3,0.39361702,Q25_50,False,0,1,3
377,110482,293,21,6,3,0.77925532,Q75_100,True,0,0,2
377,107737,285,292,6,3,0.75797872,Q75_100,True,0,0,3
377,98124,260,104,5,3,0.69148936,Q50_75,False,0,1,3
377,39308,104,100,5,3,0.27659574,Q25_50,False,0,2,3
377,141047,374,49,6,3,0.99468085,Q75_100,True,0,0,2
377,97023,257,134,5,3,0.68351064,Q50_75,False,0,0,3
377,19671,52,67,5,2,0.13829787,Q0_25,False,0,1,2
377,79477,210,307,5,3,0.55851064,Q50_75,False,0,0,3
377,79154,209,361,5,3,0.55585106,Q50_75,False,0,1,3
377,33801,89,248,5,2,0.23670213,Q0_25,False,0,1,3
377,30259,80,99,5,2,0.21276596,Q0_25,False,0,1,2
377,29932,79,149,5,2,0.21010638,Q0_25,False,0,1,3
377,132572,351,245,6,3,0.93351064,Q75_100,True,0,1,3
377,52759,139,356,5,3,0.36968085,Q25_50,False,0,0,3
377,44736,118,250,5,3,0.31382979,Q25_50,False,0,1,3
377,67590,179,107,5,3,0.47606383,Q25_50,False,0,2,3
377,54658,144,370,5,3,0.38297872,Q25_50,False,0,0,3
377,114082,302,228,6,3,0.80319149,Q75_100,True,0,1,3
377,18002,47,283,5,2,0.125,Q0_25,False,0,0,3
377,18229,48,133,5,2,0.12765957,Q0_25,False,0,1,3
377,3412,9,19,4,1,0.02393617,Q0_25,False,0,0,2
377,94985,251,358,5,3,0.66755319,Q50_75,False,0,0,3
377,33309,88,133,5,2,0.23404255,Q0_25,False,0,2,3
377,115841,307,102,6,3,0.81648936,Q75_100,True,0,1,3
377,18567,49,94,5,2,0.13031915,Q0_25,False,0,0,2
377,109798,291,91,6,3,0.77393617,Q75_100,True,0,0,2
377,5629,14,351,4,2,0.03723404,Q0_25,False,0,0,3
377,97801,259,158,5,3,0.68882979,Q50_75,False,0,1,3
377,26156,69,143,5,2,0.18351064,Q0_25,False,0,1,3
377,33016,87,217,5,2,0.23138298,Q0_25,False,0,2,3
377,104880,278,74,6,3,0.7393617,Q50_75,True,0,1,2
377,76412,202,258,5,3,0.53723404,Q50_75,False,0,0,3
377,66477,176,125,5,3,0.46808511,Q25_50,False,0,0,3
377,116679,309,186,6,3,0.82180851,Q75_100,True,0,0,3
377,91721,243,110,5,3,0.6462766,Q50_75,False,0,2,3
377,20859,55,124,5,2,0.1462766,Q0_25,False,0,1,3
377,45781,121,164,5,3,0.32180851,Q25_50,False,1,3,3
377,63443,168,107,5,3,0.44680851,Q25_50,False,0,2,3
377,83954,222,260,5,3,0.59042553,Q50_75,False,0,2,3
377,2622,6,360,4,1,0.01595745,Q0_25,False,0,1,3
377,138759,368,23,6,3,0.9787234,Q75_100,True,0,0,2
377,86584,229,251,5,3,0.60904255,Q50_75,False,0,2,3
377,66130,175,155,5,3,0.46542553,Q25_50,False,0,2,3
377,117423,311,176,6,3,0.82712766,Q75_100,True,0,1,3
377,8161,21,244,4,2,0.05585106,Q0_25,False,0,0,3
377,9456,25,31,4,2,0.06648936,Q0_25,False,0,0,2
377,51401,136,129,5,3,0.36170213,Q25_50,False,0,2,3
377,51735,137,86,5,3,0.3643617,Q25_50,False,0,0,2
377,82818,219,255,5,3,0.58244681,Q50_75,False,0,1,3
377,117614,311,367,6,3,0.82712766,Q75_100,True,0,1,3
377,36873,97,304,5,2,0.25797872,Q25_50,False,0,0,3
377,2811,7,172,4,1,0.01861702,Q0_25,False,0,1,3
377,83535,221,218,5,3,0.58776596,Q50_75,False,0,1,3
377,133419,353,338,6,3,0.93882979,Q75_100,True,0,0,3
377,49283,130,273,5,3,0.34574468,Q25_50,False,0,1,3
377,38992,103,161,5,3,0.27393617,Q25_50,False,0,2,3
377,72106,191,99,5,3,0.50797872,Q50_75,False,0,1,2
377,83575,221,258,5,3,0.58776596,Q50_75,False,0,1,3
377,89565,237,216,5,3,0.63031915,Q50_75,False,0,1,3
377,133225,353,144,6,3,0.93882979,Q75_100,True,0,0,3
377,9082,24,34,4,2,0.06382979,Q0_25,False,0,1,2
377,141583,375,208,6,3,0.99734043,Q75_100,True,0,0,3
377,56495,149,322,5,3,0.3962766,Q25_50,False,0,1,3
377,52382,138,356,5,3,0.36702128,Q25_50,False,0,0,3
377,122587,325,62,6,3,0.8643617,Q75_100,True,0,0,2
377,43499,115,144,5,3,0.30585106,Q25_50,False,0,1,3
377,117143,310,273,6,3,0.82446809,Q75_100,True,0,0,3
377,45744,121,127,5,3,0.32180851,Q25_50,False,0,0,3
377,13224,35,29,5,2,0.09308511,Q0_25,False,0,0,2
377,90131,239,28,5,3,0.6356383,Q50_75,False,0,0,2
377,10930,28,374,5,2,0.07446809,Q0_25,False,0,0,3
377,65390,173,169,5,3,0.46010638,Q25_50,False,1,3,3
377,79213,210,43,5,3,0.55851064,Q50_75,False,0,0,2
377,72109,191,102,5,3,0.50797872,Q50_75,False,0,2,3
377,93362,247,243,5,3,0.65691489,Q50_75,False,0,1,3
377,132949,352,245,6,3,0.93617021,Q75_100,True,0,1,3
377,26637,70,247,5,2,0.18617021,Q0_25,False,0,0,3
377,116519,309,26,6,3,0.82180851,Q75_100,True,0,0,2
377,13930,36,358,5,2,0.09574468,Q0_25,False,0,0,3
377,116942,310,72,6,3,0.82446809,Q75_100,True,0,0,2
377,41698,110,228,5,3,0.29255319,Q25_50,False,0,0,3
377,12746,33,305,5,2,0.08776596,Q0_25,False,0,1,3
377,16125,42,291,5,2,0.11170213,Q0_25,False,0,0,3
377,4867,12,343,4,2,0.03191489,Q0_25,False,0,0,3
377,64749,171,282,5,3,0.45478723,Q25_50,False,0,0,3
377,36812,97,243,5,2,0.25797872,Q25_50,False,0,0,3
377,128154,339,351,6,3,0.90159574,Q75_100,True,0,0,3
377,22059,58,193,5,2,0.15425532,Q0_25,False,0,2,3
377,126116,334,198,6,3,0.88829787,Q75_100,True,0,1,3
377,65503,173,282,5,3,0.46010638,Q25_50,False,0,0,3
377,23179,61,182,5,2,0.16223404,Q0_25,False,0,1,3
377,17283,45,318,5,2,0.11968085,Q0_25,False,0,0,3
377,138627,367,268,6,3,0.97606383,Q75_100,True,0,2,3
377,86623,229,290,5,3,0.60904255,Q50_75,False,0,1,3
377,76859,203,328,5,3,0.53989362,Q50_75,False,0,0,3
377,120967,320,327,6,3,0.85106383,Q75_100,True,0,0,3
377,61669,163,218,5,3,0.43351064,Q25_50,False,0,0,3
377,49124,130,114,5,3,0.34574468,Q25_50,False,0,1,3
377,133538,354,80,6,3,0.94148936,Q75_100,True,0,0,2
377,68343,181,106,5,3,0.48138298,Q25_50,False,0,2,3
377,53485,141,328,5,3,0.375,Q25_50,False,0,0,3
377,3654,9,261,4,1,0.02393617,Q0_25,False,0,1,3
377,54268,143,357,5,3,0.38031915,Q25_50,False,0,0,3
377,53384,141,227,5,3,0.375,Q25_50,False,0,2,3
377,26858,71,91,5,2,0.18882979,Q0_25,False,0,0,2
377,30618,81,81,5,2,0.21542553,Q0_25,False,0,0,2
377,8320,22,26,4,2,0.05851064,Q0_25,False,0,1,2
377,73294,194,156,5,3,0.51595745,Q50_75,False,0,0,3
377,11114,29,181,5,2,0.07712766,Q0_25,False,0,1,3
377,27,0,27,2,1,0.0,Q0_25,False,0,0,2
377,132889,352,185,6,3,0.93617021,Q75_100,True,0,0,3
377,22510,59,267,5,2,0.15691489,Q0_25,False,0,1,3
377,108183,286,361,6,3,0.7606383,Q75_100,True,0,0,3
377,13509,35,314,5,2,0.09308511,Q0_25,False,0,0,3
377,129259,342,325,6,3,0.90957447,Q75_100,True,0,0,3
377,2018,5,133,4,1,0.01329787,Q0_25,False,0,0,3
377,9811,26,9,4,2,0.06914894,Q0_25,False,0,0,1
377,129214,342,280,6,3,0.90957447,Q75_100,True,0,1,3
377,63154,167,195,5,3,0.44414894,Q25_50,False,0,1,3
377,89335,236,363,5,3,0.62765957,Q50_75,False,0,1,3
377,69827,185,82,5,3,0.49202128,Q25_50,False,0,0,2
377,115501,306,139,6,3,0.81382979,Q75_100,True,0,2,3
377,24147,64,19,5,2,0.17021277,Q0_25,False,0,1,2
377,101638,269,225,6,3,0.71542553,Q50_75,True,0,1,3
377,86297,228,341,5,3,0.60638298,Q50_75,False,0,1,3
377,53676,142,142,5,3,0.37765957,Q25_50,False,0,1,3
377,53176,141,19,5,3,0.375,Q25_50,False,0,0,2
377,116789,309,296,6,3,0.82180851,Q75_100,True,0,0,3
377,60659,160,339,5,3,0.42553191,Q25_50,False,0,0,3
377,7050,18,264,4,2,0.04787234,Q0_25,False,0,1,3
377,139211,369,98,6,3,0.98138298,Q75_100,True,0,0,2
377,56249,149,76,5,3,0.3962766,Q25_50,False,0,0,2
377,72386,192,2,5,3,0.5106383,Q50_75,False,0,0,1
377,52172,138,146,5,3,0.36702128,Q25_50,False,0,2,3
377,64684,171,217,5,3,0.45478723,Q25_50,False,0,2,3
377,93219,247,100,5,3,0.65691489,Q50_75,False,0,2,3
377,96487,255,352,5,3,0.67819149,Q50_75,False,0,0,3
377,44601,118,115,5,3,0.31382979,Q25_50,False,0,1,3
377,45686,121,69,5,3,0.32180851,Q25_50,False,0,1,2
377,90480,240,0,5,3,0.63829787,Q50_75,False,0,0,1
377,22692,60,72,5,2,0.15957447,Q0_25,False,0,0,2
377,72248,191,241,5,3,0.50797872,Q50_75,False,0,0,3
377,23221,61,224,5,2,0.16223404,Q0_25,False,0,1,3
377,15859,42,25,5,2,0.11170213,Q0_25,False,0,0,2
377,117730,312,106,6,3,0.82978723,Q75_100,True,0,1,3
377,52938,140,158,5,3,0.37234043,Q25_50,False,0,0,3
377,16274,43,63,5,2,0.1143617,Q0_25,False,0,1,2
377,57145,151,218,5,3,0.40159574,Q25_50,False,0,0,3
377,20610,54,252,5,2,0.14361702,Q0_25,False,0,1,3
377,22213,58,347,5,2,0.15425532,Q0_25,False,0,0,3
377,43560,115,205,5,3,0.30585106,Q25_50,False,0,1,3
377,78449,208,33,5,3,0.55319149,Q50_75,False,0,0,2
377,98183,260,163,5,3,0.69148936,Q50_75,False,1,3,3
377,255,0,255,3,1,0.0,Q0_25,False,0,1,3
377,10792,28,236,5,2,0.07446809,Q0_25,False,0,1,3
377,49598,131,211,5,3,0.34840426,Q25_50,False,0,1,3
377,135780,360,60,6,3,0.95744681,Q75_100,True,0,0,2
377,127736,338,310,6,3,0.89893617,Q75_100,True,0,0,3
377,112648,298,302,6,3,0.79255319,Q75_100,True,0,0,3
377,95142,252,138,5,3,0.67021277,Q50_75,False,0,0,3
377,9028,23,357,4,2,0.06117021,Q0_25,False,0,0,3
377,40592,107,253,5,3,0.28457447,Q25_50,False,0,2,3
377,19179,50,329,5,2,0.13297872,Q0_25,False,0,0,3
377,68645,182,31,5,3,0.48404255,Q25_50,False,0,0,2
377,103224,273,303,6,3,0.72606383,Q50_75,True,0,0,3
377,139063,368,327,6,3,0.9787234,Q75_100,True,0,0,3
377,132390,351,63,6,3,0.93351064,Q75_100,True,0,1,2
377,69073,183,82,5,3,0.48670213,Q25_50,False,0,0,2
377,111816,296,224,6,3,0.78723404,Q75_100,True,0,0,3
377,46408,123,37,5,3,0.32712766,Q25_50,False,0,0,2
377,1810,4,302,4,1,0.0106383,Q0_25,False,0,0,3
377,61335,162,261,5,3,0.43085106,Q25_50,False,0,2,3
377,14916,39,213,5,2,0.1037234,Q0_25,False,0,2,3
377,27366,72,222,5,2,0.19148936,Q0_25,False,0,1,3
377,61727,163,276,5,3,0.43351064,Q25_50,False,0,0,3
377,135737,360,17,6,3,0.95744681,Q75_100,True,0,1,2
377,34141,90,211,5,2,0.2393617,Q0_25,False,0,1,3
377,23543,62,169,5,2,0.16489362,Q0_25,False,0,2,3
377,19443,51,216,5,2,0.1356383,Q0_25,False,0,1,3
377,71710,190,80,5,3,0.50531915,Q50_75,False,0,1,2
377,83045,220,105,5,3,0.58510638,Q50_75,False,0,1,3
377,100135,265,230,6,3,0.70478723,Q50_75,True,0,1,3
377,124877,331,90,6,3,0.88031915,Q75_100,True,0,0,2
377,108718,288,142,6,3,0.76595745,Q75_100,True,0,2,3
377,70802,187,303,5,3,0.49734043,Q25_50,False,0,0,3
377,59411,157,222,5,3,0.41755319,Q25_50,False,0,0,3
377,137303,364,75,6,3,0.96808511,Q75_100,True,0,0,2
377,81896,217,87,5,3,0.57712766,Q50_75,False,0,0,2
377,26125,69,112,5,2,0.18351064,Q0_25,False,0,1,3
377,69406,184,38,5,3,0.4893617,Q25_50,False,0,0,2
377,9813,26,11,4,2,0.06914894,Q0_25,False,0,0,2
377,136676,362,202,6,3,0.96276596,Q75_100,True,0,0,3
377,66041,175,66,5,3,0.46542553,Q25_50,False,0,1,2
377,136238,361,141,6,3,0.96010638,Q75_100,True,0,1,3
377,34042,90,112,5,2,0.2393617,Q0_25,False,0,1,3
377,76200,202,46,5,3,0.53723404,Q50_75,False,0,0,2
377,116782,309,289,6,3,0.82180851,Q75_100,True,0,1,3
377,29891,79,108,5,2,0.21010638,Q0_25,False,0,1,3
377,138156,366,174,6,3,0.97340426,Q75_100,True,0,1,3
377,118787,315,32,6,3,0.83776596,Q75_100,True,0,0,2
377,46189,122,195,5,3,0.32446809,Q25_50,False,0,2,3
377,92691,245,326,5,3,0.65159574,Q50_75,False,0,1,3
377,104735,277,306,6,3,0.73670213,Q50_75,True,0,0,3
377,49383,130,373,5,3,0.34574468,Q25_50,False,0,1,3
377,63380,168,44,5,3,0.44680851,Q25_50,False,0,0,2
377,115214,305,229,6,3,0.81117021,Q75_100,True,0,2,3
377,70873,187,374,5,3,0.49734043,Q25_50,False,0,0,3
377,55943,148,147,5,3,0.39361702,Q25_50,False,0,1,3
377,97291,258,25,5,3,0.68617021,Q50_75,False,0,0,2
377,121933,323,162,6,3,0.85904255,Q75_100,True,0,1,3
377,83409,221,92,5,3,0.58776596,Q50_75,False,0,0,2
377,89099,236,127,5,3,0.62765957,Q50_75,False,0,2,3
377,28471,75,196,5,2,0.19946809,Q0_25,False,0,2,3
377,108854,288,278,6,3,0.76595745,Q75_100,True,0,0,3
377,86714,230,4,5,3,0.61170213,Q50_75,False,0,0,1
377,134191,355,356,6,3,0.94414894,Q75_100,True,0,0,3
377,48112,127,233,5,3,0.33776596,Q25_50,False,0,0,3
377,81637,216,205,5,3,0.57446809,Q50_75,False,0,2,3
377,113610,301,133,6,3,0.80053191,Q75_100,True,0,0,3
377,19502,51,275,5,2,0.1356383,Q0_25,False,0,0,3
377,131288,348,92,6,3,0.92553191,Q75_100,True,0,0,2
377,73705,195,190,5,3,0.51861702,Q50_75,False,0,2,3
377,41485,110,15,5,3,0.29255319,Q25_50,False,0,0,2
377,70881,188,5,5,3,0.5,Q50_75,False,0,0,1
377,100238,265,333,6,3,0.70478723,Q50_75,True,0,0,3
377,138951,368,215,6,3,0.9787234,Q75_100,True,0,1,3
377,126579,335,284,6,3,0.89095745,Q75_100,True,0,1,3
377,4063,10,293,4,2,0.02659574,Q0_25,False,0,1,3
377,51233,135,338,5,3,0.35904255,Q25_50,False,0,0,3
377,113870,302,16,6,3,0.80319149,Q75_100,True,0,0,2
377,23400,62,26,5,2,0.16489362,Q0_25,False,0,0,2
377,24814,65,309,5,2,0.17287234,Q0_25,False,0,0,3
377,46612,123,241,5,3,0.32712766,Q25_50,False,0,2,3
377,117256,311,9,6,3,0.82712766,Q75_100,True,0,0,1
377,57836,153,155,5,3,0.40691489,Q25_50,False,0,2,3
377,83719,222,25,5,3,0.59042553,Q50_75,False,0,0,2
377,106454,282,140,6,3,0.75,Q75_100,True,0,1,3
377,100426,266,144,6,3,0.70744681,Q50_75,True,0,0,3
377,138827,368,91,6,3,0.9787234,Q75_100,True,0,0,2
377,15199,40,119,5,2,0.10638298,Q0_25,False,0,1,3
377,117042,310,172,6,3,0.82446809,Q75_100,True,0,0,3
377,125605,333,64,6,3,0.8856383,Q75_100,True,0,0,2
377,36391,96,199,5,2,0.25531915,Q25_50,False,0,2,3
377,124799,331,12,6,3,0.88031915,Q75_100,True,0,0,2
377,35002,92,318,5,2,0.24468085,Q0_25,False,0,0,3
377,119489,316,357,6,3,0.84042553,Q75_100,True,0,0,3
377,29143,77,114,5,2,0.20478723,Q0_25,False,0,1,3
377,61412,162,338,5,3,0.43085106,Q25_50,False,0,0,3
377,14154,37,205,5,2,0.09840426,Q0_25,False,0,0,3
377,17329,45,364,5,2,0.11968085,Q0_25,False,0,1,3
377,121215,321,198,6,3,0.8537234,Q75_100,True,0,1,3
377,70807,187,308,5,3,0.49734043,Q25_50,False,0,0,3
377,113114,300,14,6,3,0.79787234,Q75_100,True,0,1,2
377,67413,178,307,5,3,0.47340426,Q25_50,False,0,0,3
377,59689,158,123,5,3,0.42021277,Q25_50,False,0,1,3
377,88968,235,373,5,3,0.625,Q50_75,False,0,0,3
377,8620,22,326,4,2,0.05851064,Q0_25,False,0,1,3
377,135686,359,343,6,3,0.95478723,Q75_100,True,0,0,3
377,81811,217,2,5,3,0.57712766,Q50_75,False,0,0,1
377,58559,155,124,5,3,0.41223404,Q25_50,False,0,1,3
377,10724,28,168,5,2,0.07446809,Q0_25,False,1,3,3
377,126435,335,140,6,3,0.89095745,Q75_100,True,0,0,3
377,21795,57,306,5,2,0.15159574,Q0_25,False,0,0,3
377,33129,87,330,5,2,0.23138298,Q0_25,False,0,0,3
377,137657,365,52,6,3,0.97074468,Q75_100,True,0,0,2
377,54429,144,141,5,3,0.38297872,Q25_50,False,0,2,3
377,53104,140,324,5,3,0.37234043,Q25_50,False,0,0,3
377,660,1,283,3,1,0.00265957,Q0_25,False,0,1,3
377,33227,88,51,5,2,0.23404255,Q0_25,False,0,0,2
377,121656,322,262,6,3,0.85638298,Q75_100,True,0,2,3
377,97653,259,10,5,3,0.68882979,Q50_75,False,0,0,2
377,82992,220,52,5,3,0.58510638,Q50_75,False,0,0,2
377,44162,117,53,5,3,0.31117021,Q25_50,False,0,0,2
377,45108,119,245,5,3,0.31648936,Q25_50,False,0,0,3
