seed,x,digits,carry_bin,lsd_position,correct,n_terms,raw_coeff,carry_in,carry_out,total_pre_mod,edge_distance,target_digit
0,263,3,high,1,1,2,36,0,3,36,1,6
0,263,3,high,0,1,1,9,0,0,9,0,9
0,179,3,high,5,1,0,0,0,0,0,0,0
0,179,3,high,4,1,1,1,2,0,3,1,3
0,179,3,high,3,0,2,14,8,2,22,2,2
0,179,3,high,2,0,3,67,13,8,80,2,0
0,179,3,high,1,1,2,126,8,13,134,1,4
0,179,3,high,0,1,1,81,0,8,81,0,1
0,181,3,high,5,1,0,0,0,0,0,0,0
0,181,3,high,4,1,1,1,2,0,3,1,3
0,181,3,high,3,1,2,16,6,2,22,2,2
0,181,3,high,2,0,3,66,1,6,67,2,7
0,181,3,high,1,0,2,16,0,1,16,1,6
0,181,3,high,0,1,1,1,0,0,1,0,1
0,116,3,high,5,1,0,0,0,0,0,0,0
0,116,3,high,4,1,1,1,0,0,1,1,1
0,116,3,high,3,0,2,2,1,0,3,2,3
0,116,3,high,2,0,3,13,1,1,14,2,4
0,116,3,high,1,1,2,12,3,1,15,1,5
0,116,3,high,0,1,1,36,0,3,36,0,6
0,292,3,high,5,1,0,0,0,0,0,0,0
0,292,3,high,4,1,1,4,4,0,8,1,8
0,292,3,high,3,0,2,36,9,4,45,2,5
0,292,3,high,2,0,3,89,3,9,92,2,2
0,292,3,high,1,0,2,36,0,3,36,1,6
0,292,3,high,0,1,1,4,0,0,4,0,4
0,298,3,high,5,1,0,0,0,0,0,0,0
0,298,3,high,4,1,1,4,4,0,8,1,8
0,298,3,high,3,0,2,36,12,4,48,2,8
0,298,3,high,2,0,3,113,15,12,128,2,8
0,298,3,high,1,0,2,144,6,15,150,1,0
0,298,3,high,0,1,1,64,0,6,64,0,4
0,282,3,high,5,1,0,0,0,0,0,0,0
0,282,3,high,4,0,1,4,3,0,7,1,7
0,282,3,high,3,0,2,32,7,3,39,2,9
0,282,3,high,2,1,3,72,3,7,75,2,5
0,282,3,high,1,0,2,32,0,3,32,1,2
0,282,3,high,0,1,1,4,0,0,4,0,4
0,198,3,high,5,1,0,0,0,0,0,0,0
0,198,3,high,4,1,1,1,2,0,3,1,3
0,198,3,high,3,1,2,18,11,2,29,2,9
0,198,3,high,2,0,3,97,15,11,112,2,2
0,198,3,high,1,0,2,144,6,15,150,1,0
0,198,3,high,0,1,1,64,0,6,64,0,4
0,224,3,high,5,1,0,0,0,0,0,0,0
0,224,3,high,4,1,1,4,1,0,5,1,5
0,224,3,high,3,0,2,8,2,1,10,2,0
0,224,3,high,2,0,3,20,1,2,21,2,1
0,224,3,high,1,1,2,16,1,1,17,1,7
0,224,3,high,0,1,1,16,0,1,16,0,6
0,270,3,high,5,1,0,0,0,0,0,0,0
0,270,3,high,4,1,1,4,3,0,7,1,7
0,270,3,high,3,0,2,28,4,3,32,2,2
0,270,3,high,2,1,3,49,0,4,49,2,9
0,270,3,high,1,1,2,0,0,0,0,1,0
0,270,3,high,0,1,1,0,0,0,0,0,0
0,265,3,high,5,1,0,0,0,0,0,0,0
0,265,3,high,4,1,1,4,3,0,7,1,7
0,265,3,high,3,1,2,24,6,3,30,2,0
0,265,3,high,2,0,3,56,6,6,62,2,2
0,265,3,high,1,1,2,60,2,6,62,1,2
0,265,3,high,0,1,1,25,0,2,25,0,5
0,125,3,high,5,1,0,0,0,0,0,0,0
0,125,3,high,4,0,1,1,0,0,1,1,1
0,125,3,high,3,0,2,4,1,0,5,2,5
0,125,3,high,2,0,3,14,2,1,16,2,6
0,125,3,high,1,1,2,20,2,2,22,1,2
0,125,3,high,0,1,1,25,0,2,25,0,5
0,194,3,high,5,1,0,0,0,0,0,0,0
0,194,3,high,4,1,1,1,2,0,3,1,3
0,194,3,high,3,0,2,18,9,2,27,2,7
0,194,3,high,2,1,3,89,7,9,96,2,6
0,194,3,high,1,0,2,72,1,7,73,1,3
0,194,3,high,0,1,1,16,0,1,16,0,6
0,168,3,high,5,1,0,0,0,0,0,0,0
0,168,3,high,4,1,1,1,1,0,2,1,2
0,168,3,high,3,0,2,12,6,1,18,2,8
0,168,3,high,2,0,3,52,10,6,62,2,2
0,168,3,high,1,0,2,96,6,10,102,1,2
0,168,3,high,0,1,1,64,0,6,64,0,4
0,132,3,high,5,1,0,0,0,0,0,0,0
0,132,3,high,4,1,1,1,0,0,1,1,1
0,132,3,high,3,0,2,6,1,0,7,2,7
0,132,3,high,2,0,3,13,1,1,14,2,4
0,132,3,high,1,1,2,12,0,1,12,1,2
0,132,3,high,0,1,1,4,0,0,4,0,4
0,192,3,high,5,1,0,0,0,0,0,0,0
0,192,3,high,4,1,1,1,2,0,3,1,3
0,192,3,high,3,0,2,18,8,2,26,2,6
0,192,3,high,2,0,3,85,3,8,88,2,8
0,192,3,high,1,0,2,36,0,3,36,1,6
0,192,3,high,0,1,1,4,0,0,4,0,4
0,134,3,high,5,1,0,0,0,0,0,0,0
0,134,3,high,4,1,1,1,0,0,1,1,1
0,134,3,high,3,1,2,6,1,0,7,2,7
0,134,3,high,2,0,3,17,2,1,19,2,9
0,134,3,high,1,0,2,24,1,2,25,1,5
0,134,3,high,0,1,1,16,0,1,16,0,6
0,233,3,high,5,1,0,0,0,0,0,0,0
0,233,3,high,4,1,1,4,1,0,5,1,5
0,233,3,high,3,0,2,12,2,1,14,2,4
0,233,3,high,2,0,3,21,1,2,22,2,2
0,233,3,high,1,1,2,18,0,1,18,1,8
0,233,3,high,0,1,1,9,0,0,9,0,9
0,254,3,high,5,1,0,0,0,0,0,0,0
0,254,3,high,4,1,1,4,2,0,6,1,6
0,254,3,high,3,0,2,20,4,2,24,2,4
0,254,3,high,2,0,3,41,4,4,45,2,5
0,254,3,high,1,1,2,40,1,4,41,1,1
0,254,3,high,0,1,1,16,0,1,16,0,6
0,285,3,high,5,1,0,0,0,0,0,0,0
0,285,3,high,4,1,1,4,4,0,8,1,8
0,285,3,high,3,0,2,32,9,4,41,2,1
0,285,3,high,2,0,3,84,8,9,92,2,2
0,285,3,high,1,1,2,80,2,8,82,1,2
0,285,3,high,0,1,1,25,0,2,25,0,5
0,187,3,high,5,1,0,0,0,0,0,0,0
0,187,3,high,4,1,1,1,2,0,3,1,3
0,187,3,high,3,0,2,16,8,2,24,2,4
0,187,3,high,2,0,3,78,11,8,89,2,9
0,187,3,high,1,0,2,112,4,11,116,1,6
0,187,3,high,0,1,1,49,0,4,49,0,9
0,123,3,high,5,1,0,0,0,0,0,0,0
0,123,3,high,4,0,1,1,0,0,1,1,1
0,123,3,high,3,1,2,4,1,0,5,2,5
0,123,3,high,2,0,3,10,1,1,11,2,1
0,123,3,high,1,0,2,12,0,1,12,1,2
0,123,3,high,0,1,1,9,0,0,9,0,9
0,177,3,high,5,1,0,0,0,0,0,0,0
0,177,3,high,4,1,1,1,2,0,3,1,3
0,177,3,high,3,0,2,14,7,2,21,2,1
0,177,3,high,2,0,3,63,10,7,73,2,3
0,177,3,high,1,0,2,98,4,10,102,1,2
0,177,3,high,0,1,1,49,0,4,49,0,9
0,297,3,high,5,1,0,0,0,0,0,0,0
0,297,3,high,4,1,1,4,4,0,8,1,8
0,297,3,high,3,0,2,36,12,4,48,2,8
0,297,3,high,2,0,3,109,13,12,122,2,2
0,297,3,high,1,1,2,126,4,13,130,1,0
0,297,3,high,0,1,1,49,0,4,49,0,9
0,273,3,high,5,1,0,0,0,0,0,0,0
0,273,3,high,4,1,1,4,3,0,7,1,7
0,273,3,high,3,0,2,28,6,3,34,2,4
0,273,3,high,2,0,3,61,4,6,65,2,5
0,273,3,high,1,0,2,42,0,4,42,1,2
0,273,3,high,0,1,1,9,0,0,9,0,9
0,264,3,high,5,1,0,0,0,0,0,0,0
0,264,3,high,4,0,1,4,2,0,6,1,6
0,264,3,high,3,0,2,24,5,2,29,2,9
0,264,3,high,2,0,3,52,4,5,56,2,6
0,264,3,high,1,1,2,48,1,4,49,1,9
0,264,3,high,0,1,1,16,0,1,16,0,6
0,308,3,low,5,1,0,0,0,0,0,0,0
0,308,3,low,4,1,1,9,0,0,9,1,9
0,308,3,low,3,0,2,0,4,0,4,2,4
0,308,3,low,2,0,3,48,0,4,48,2,8
0,308,3,low,1,1,2,0,6,0,6,1,6
0,308,3,low,0,1,1,64,0,6,64,0,4
0,305,3,low,5,1,0,0,0,0,0,0,0
0,305,3,low,4,1,1,9,0,0,9,1,9
0,305,3,low,3,0,2,0,3,0,3,2,3
0,305,3,low,2,0,3,30,0,3,30,2,0
0,305,3,low,1,1,2,0,2,0,2,1,2
0,305,3,low,0,1,1,25,0,2,25,0,5
0,221,3,low,5,1,0,0,0,0,0,0,0
0,221,3,low,4,1,1,4,0,0,4,1,4
0,221,3,low,3,1,2,8,0,0,8,2,8
0,221,3,low,2,0,3,8,0,0,8,2,8
0,221,3,low,1,0,2,4,0,0,4,1,4
0,221,3,low,0,1,1,1,0,0,1,0,1
0,120,3,low,5,1,0,0,0,0,0,0,0
0,120,3,low,4,1,1,1,0,0,1,1,1
0,120,3,low,3,0,2,4,0,0,4,2,4
0,120,3,low,2,1,3,4,0,0,4,2,4
0,120,3,low,1,1,2,0,0,0,0,1,0
0,120,3,low,0,1,1,0,0,0,0,0,0
0,220,3,low,5,1,0,0,0,0,0,0,0
0,220,3,low,4,1,1,4,0,0,4,1,4
0,220,3,low,3,0,2,8,0,0,8,2,8
0,220,3,low,2,0,3,4,0,0,4,2,4
0,220,3,low,1,1,2,0,0,0,0,1,0
0,220,3,low,0,1,1,0,0,0,0,0,0
0,107,3,low,5,1,0,0,0,0,0,0,0
0,107,3,low,4,1,1,1,0,0,1,1,1
0,107,3,low,3,1,2,0,1,0,1,2,1
0,107,3,low,2,0,3,14,0,1,14,2,4
0,107,3,low,1,0,2,0,4,0,4,1,4
0,107,3,low,0,1,1,49,0,4,49,0,9
0,208,3,low,5,1,0,0,0,0,0,0,0
0,208,3,low,4,1,1,4,0,0,4,1,4
0,208,3,low,3,0,2,0,3,0,3,2,3
0,208,3,low,2,0,3,32,0,3,32,2,2
0,208,3,low,1,1,2,0,6,0,6,1,6
0,208,3,low,0,1,1,64,0,6,64,0,4
0,302,3,low,5,1,0,0,0,0,0,0,0
0,302,3,low,4,1,1,9,0,0,9,1,9
0,302,3,low,3,0,2,0,1,0,1,2,1
0,302,3,low,2,1,3,12,0,1,12,2,2
0,302,3,low,1,1,2,0,0,0,0,1,0
0,302,3,low,0,1,1,4,0,0,4,0,4
0,310,3,low,5,1,0,0,0,0,0,0,0
0,310,3,low,4,1,1,9,0,0,9,1,9
0,310,3,low,3,1,2,6,0,0,6,2,6
0,310,3,low,2,0,3,1,0,0,1,2,1
0,310,3,low,1,1,2,0,0,0,0,1,0
0,310,3,low,0,1,1,0,0,0,0,0,0
0,112,3,low,5,1,0,0,0,0,0,0,0
0,112,3,low,4,1,1,1,0,0,1,1,1
0,112,3,low,3,0,2,2,0,0,2,2,2
0,112,3,low,2,1,3,5,0,0,5,2,5
0,112,3,low,1,0,2,4,0,0,4,1,4
0,112,3,low,0,1,1,4,0,0,4,0,4
0,303,3,low,5,1,0,0,0,0,0,0,0
0,303,3,low,4,1,1,9,0,0,9,1,9
0,303,3,low,3,0,2,0,1,0,1,2,1
0,303,3,low,2,0,3,18,0,1,18,2,8
0,303,3,low,1,1,2,0,0,0,0,1,0
0,303,3,low,0,1,1,9,0,0,9,0,9
0,121,3,low,5,1,0,0,0,0,0,0,0
0,121,3,low,4,1,1,1,0,0,1,1,1
0,121,3,low,3,0,2,4,0,0,4,2,4
0,121,3,low,2,0,3,6,0,0,6,2,6
0,121,3,low,1,1,2,4,0,0,4,1,4
0,121,3,low,0,1,1,1,0,0,1,0,1
0,207,3,low,5,1,0,0,0,0,0,0,0
0,207,3,low,4,1,1,4,0,0,4,1,4
0,207,3,low,3,0,2,0,2,0,2,2,2
0,207,3,low,2,0,3,28,0,2,28,2,8
0,207,3,low,1,0,2,0,4,0,4,1,4
0,207,3,low,0,1,1,49,0,4,49,0,9
0,130,3,low,5,1,0,0,0,0,0,0,0
0,130,3,low,4,1,1,1,0,0,1,1,1
0,130,3,low,3,0,2,6,0,0,6,2,6
0,130,3,low,2,0,3,9,0,0,9,2,9
0,130,3,low,1,1,2,0,0,0,0,1,0
0,130,3,low,0,1,1,0,0,0,0,0,0
0,106,3,low,5,1,0,0,0,0,0,0,0
0,106,3,low,4,1,1,1,0,0,1,1,1
0,106,3,low,3,1,2,0,1,0,1,2,1
0,106,3,low,2,0,3,12,0,1,12,2,2
0,106,3,low,1,1,2,0,3,0,3,1,3
0,106,3,low,0,1,1,36,0,3,36,0,6
0,200,3,low,5,1,0,0,0,0,0,0,0
0,200,3,low,4,1,1,4,0,0,4,1,4
0,200,3,low,3,0,2,0,0,0,0,2,0
0,200,3,low,2,1,3,0,0,0,0,2,0
0,200,3,low,1,1,2,0,0,0,0,1,0
0,200,3,low,0,1,1,0,0,0,0,0,0
0,122,3,low,5,1,0,0,0,0,0,0,0
0,122,3,low,4,1,1,1,0,0,1,1,1
0,122,3,low,3,0,2,4,0,0,4,2,4
0,122,3,low,2,0,3,8,0,0,8,2,8
0,122,3,low,1,1,2,8,0,0,8,1,8
0,122,3,low,0,1,1,4,0,0,4,0,4
0,314,3,low,5,1,0,0,0,0,0,0,0
0,314,3,low,4,1,1,9,0,0,9,1,9
0,314,3,low,3,0,2,6,2,0,8,2,8
0,314,3,low,2,0,3,25,0,2,25,2,5
0,314,3,low,1,1,2,8,1,0,9,1,9
0,314,3,low,0,1,1,16,0,1,16,0,6
0,230,3,low,5,1,0,0,0,0,0,0,0
0,230,3,low,4,1,1,4,1,0,5,1,5
0,230,3,low,3,0,2,12,0,1,12,2,2
0,230,3,low,2,0,3,9,0,0,9,2,9
0,230,3,low,1,1,2,0,0,0,0,1,0
0,230,3,low,0,1,1,0,0,0,0,0,0
0,201,3,low,5,1,0,0,0,0,0,0,0
0,201,3,low,4,1,1,4,0,0,4,1,4
0,201,3,low,3,0,2,0,0,0,0,2,0
0,201,3,low,2,0,3,4,0,0,4,2,4
0,201,3,low,1,1,2,0,0,0,0,1,0
0,201,3,low,0,1,1,1,0,0,1,0,1
0,103,3,low,5,1,0,0,0,0,0,0,0
0,103,3,low,4,1,1,1,0,0,1,1,1
0,103,3,low,3,0,2,0,0,0,0,2,0
0,103,3,low,2,0,3,6,0,0,6,2,6
0,103,3,low,1,1,2,0,0,0,0,1,0
0,103,3,low,0,1,1,9,0,0,9,0,9
0,212,3,low,5,1,0,0,0,0,0,0,0
0,212,3,low,4,1,1,4,0,0,4,1,4
0,212,3,low,3,1,2,4,0,0,4,2,4
0,212,3,low,2,0,3,9,0,0,9,2,9
0,212,3,low,1,0,2,4,0,0,4,1,4
0,212,3,low,0,1,1,4,0,0,4,0,4
0,306,3,low,5,1,0,0,0,0,0,0,0
0,306,3,low,4,1,1,9,0,0,9,1,9
0,306,3,low,3,0,2,0,3,0,3,2,3
0,306,3,low,2,0,3,36,0,3,36,2,6
0,306,3,low,1,1,2,0,3,0,3,1,3
0,306,3,low,0,1,1,36,0,3,36,0,6
0,100,3,low,5,1,0,0,0,0,0,0,0
0,100,3,low,4,1,1,1,0,0,1,1,1
0,100,3,low,3,0,2,0,0,0,0,2,0
0,100,3,low,2,1,3,0,0,0,0,2,0
0,100,3,low,1,1,2,0,0,0,0,1,0
0,100,3,low,0,1,1,0,0,0,0,0,0
0,313,3,low,5,1,0,0,0,0,0,0,0
0,313,3,low,4,1,1,9,0,0,9,1,9
0,313,3,low,3,0,2,6,1,0,7,2,7
0,313,3,low,2,0,3,19,0,1,19,2,9
0,313,3,low,1,1,2,6,0,0,6,1,6
0,313,3,low,0,1,1,9,0,0,9,0,9
0,110,3,low,5,1,0,0,0,0,0,0,0
0,110,3,low,4,1,1,1,0,0,1,1,1
0,110,3,low,3,0,2,2,0,0,2,2,2
0,110,3,low,2,1,3,1,0,0,1,2,1
0,110,3,low,1,1,2,0,0,0,0,1,0
0,110,3,low,0,1,1,0,0,0,0,0,0
0,205,3,low,5,1,0,0,0,0,0,0,0
0,205,3,low,4,1,1,4,0,0,4,1,4
0,205,3,low,3,0,2,0,2,0,2,2,2
0,205,3,low,2,1,3,20,0,2,20,2,0
0,205,3,low,1,1,2,0,2,0,2,1,2
0,205,3,low,0,1,1,25,0,2,25,0,5
0,209,3,low,5,1,0,0,0,0,0,0,0
0,209,3,low,4,1,1,4,0,0,4,1,4
0,209,3,low,3,0,2,0,3,0,3,2,3
0,209,3,low,2,0,3,36,0,3,36,2,6
0,209,3,low,1,1,2,0,8,0,8,1,8
0,209,3,low,0,1,1,81,0,8,81,0,1
0,140,3,low,5,1,0,0,0,0,0,0,0
0,140,3,low,4,0,1,1,0,0,1,1,1
0,140,3,low,3,0,2,8,1,0,9,2,9
0,140,3,low,2,1,3,16,0,1,16,2,6
0,140,3,low,1,1,2,0,0,0,0,1,0
0,140,3,low,0,1,1,0,0,0,0,0,0
0,202,3,low,5,1,0,0,0,0,0,0,0
0,202,3,low,4,1,1,4,0,0,4,1,4
0,202,3,low,3,0,2,0,0,0,0,2,0
0,202,3,low,2,0,3,8,0,0,8,2,8
0,202,3,low,1,1,2,0,0,0,0,1,0
0,202,3,low,0,1,1,4,0,0,4,0,4
0,114,3,low,5,1,0,0,0,0,0,0,0
0,114,3,low,4,1,1,1,0,0,1,1,1
0,114,3,low,3,0,2,2,0,0,2,2,2
0,114,3,low,2,0,3,9,0,0,9,2,9
0,114,3,low,1,1,2,8,1,0,9,1,9
0,114,3,low,0,1,1,16,0,1,16,0,6
0,101,3,low,5,1,0,0,0,0,0,0,0
0,101,3,low,4,1,1,1,0,0,1,1,1
0,101,3,low,3,0,2,0,0,0,0,2,0
0,101,3,low,2,0,3,2,0,0,2,2,2
0,101,3,low,1,1,2,0,0,0,0,1,0
0,101,3,low,0,1,1,1,0,0,1,0,1
0,307,3,low,5,1,0,0,0,0,0,0,0
0,307,3,low,4,1,1,9,0,0,9,1,9
0,307,3,low,3,0,2,0,4,0,4,2,4
0,307,3,low,2,0,3,42,0,4,42,2,2
0,307,3,low,1,0,2,0,4,0,4,1,4
0,307,3,low,0,1,1,49,0,4,49,0,9
0,102,3,low,5,1,0,0,0,0,0,0,0
0,102,3,low,4,1,1,1,0,0,1,1,1
0,102,3,low,3,0,2,0,0,0,0,2,0
0,102,3,low,2,0,3,4,0,0,4,2,4
0,102,3,low,1,1,2,0,0,0,0,1,0
0,102,3,low,0,1,1,4,0,0,4,0,4
0,104,3,low,5,1,0,0,0,0,0,0,0
0,104,3,low,4,1,1,1,0,0,1,1,1
0,104,3,low,3,0,2,0,0,0,0,2,0
0,104,3,low,2,0,3,8,0,0,8,2,8
0,104,3,low,1,1,2,0,1,0,1,1,1
0,104,3,low,0,1,1,16,0,1,16,0,6
0,141,3,low,5,1,0,0,0,0,0,0,0
0,141,3,low,4,0,1,1,0,0,1,1,1
0,141,3,low,3,0,2,8,1,0,9,2,9
0,141,3,low,2,0,3,18,0,1,18,2,8
0,141,3,low,1,1,2,8,0,0,8,1,8
0,141,3,low,0,1,1,1,0,0,1,0,1
0,113,3,low,5,1,0,0,0,0,0,0,0
0,113,3,low,4,1,1,1,0,0,1,1,1
0,113,3,low,3,0,2,2,0,0,2,2,2
0,113,3,low,2,0,3,7,0,0,7,2,7
0,113,3,low,1,1,2,6,0,0,6,1,6
0,113,3,low,0,1,1,9,0,0,9,0,9
0,312,3,low,5,1,0,0,0,0,0,0,0
0,312,3,low,4,1,1,9,0,0,9,1,9
0,312,3,low,3,0,2,6,1,0,7,2,7
0,312,3,low,2,0,3,13,0,1,13,2,3
0,312,3,low,1,1,2,4,0,0,4,1,4
0,312,3,low,0,1,1,4,0,0,4,0,4
0,300,3,low,5,1,0,0,0,0,0,0,0
0,300,3,low,4,1,1,9,0,0,9,1,9
0,300,3,low,3,1,2,0,0,0,0,2,0
0,300,3,low,2,0,3,0,0,0,0,2,0
0,300,3,low,1,1,2,0,0,0,0,1,0
0,300,3,low,0,1,1,0,0,0,0,0,0
0,2956,4,high,7,1,0,0,0,0,0,0,0
0,2956,4,high,6,1,1,4,4,0,8,1,8
0,2956,4,high,5,0,2,36,11,4,47,2,7
0,2956,4,high,4,1,3,101,12,11,113,3,3
0,2956,4,high,3,1,4,114,13,12,127,3,7
0,2956,4,high,2,0,3,133,6,13,139,2,9
0,2956,4,high,1,1,2,60,3,6,63,1,3
0,2956,4,high,0,1,1,36,0,3,36,0,6
0,1213,4,high,7,1,0,0,0,0,0,0,0
0,1213,4,high,6,1,1,1,0,0,1,1,1
0,1213,4,high,5,1,2,4,0,0,4,2,4
0,1213,4,high,4,0,3,6,1,0,7,3,7
0,1213,4,high,3,0,4,10,1,1,11,3,1
0,1213,4,high,2,0,3,13,0,1,13,2,3
0,1213,4,high,1,1,2,6,0,0,6,1,6
0,1213,4,high,0,1,1,9,0,0,9,0,9
0,1679,4,high,7,1,0,0,0,0,0,0,0
0,1679,4,high,6,1,1,1,1,0,2,1,2
0,1679,4,high,5,0,2,12,6,1,18,2,8
0,1679,4,high,4,0,3,50,11,6,61,3,1
0,1679,4,high,3,0,4,102,17,11,119,3,9
0,1679,4,high,2,0,3,157,13,17,170,2,0
0,1679,4,high,1,1,2,126,8,13,134,1,4
0,1679,4,high,0,1,1,81,0,8,81,0,1
0,2193,4,high,7,1,0,0,0,0,0,0,0
0,2193,4,high,6,1,1,4,0,0,4,1,4
0,2193,4,high,5,0,2,4,4,0,8,2,8
0,2193,4,high,4,0,3,37,3,4,40,3,0
0,2193,4,high,3,0,4,30,9,3,39,3,9
0,2193,4,high,2,0,3,87,5,9,92,2,2
0,2193,4,high,1,0,2,54,0,5,54,1,4
0,2193,4,high,0,1,1,9,0,0,9,0,9
0,1573,4,high,7,1,0,0,0,0,0,0,0
0,1573,4,high,6,1,1,1,1,0,2,1,2
0,1573,4,high,5,0,2,10,4,1,14,2,4
0,1573,4,high,4,0,3,39,8,4,47,3,7
0,1573,4,high,3,0,4,76,8,8,84,3,4
0,1573,4,high,2,0,3,79,4,8,83,2,3
0,1573,4,high,1,0,2,42,0,4,42,1,2
0,1573,4,high,0,1,1,9,0,0,9,0,9
0,2294,4,high,7,1,0,0,0,0,0,0,0
0,2294,4,high,6,1,1,4,1,0,5,1,5
0,2294,4,high,5,0,2,8,4,1,12,2,2
0,2294,4,high,4,0,3,40,6,4,46,3,6
0,2294,4,high,3,0,4,52,10,6,62,3,2
0,2294,4,high,2,0,3,97,7,10,104,2,4
0,2294,4,high,1,1,2,72,1,7,73,1,3
0,2294,4,high,0,1,1,16,0,1,16,0,6
0,2221,4,high,7,1,0,0,0,0,0,0,0
0,2221,4,high,6,1,1,4,0,0,4,1,4
0,2221,4,high,5,0,2,8,1,0,9,2,9
0,2221,4,high,4,0,3,12,1,1,13,3,3
0,2221,4,high,3,1,4,12,0,1,12,3,2
0,2221,4,high,2,1,3,8,0,0,8,2,8
0,2221,4,high,1,1,2,4,0,0,4,1,4
0,2221,4,high,0,1,1,1,0,0,1,0,1
0,3135,4,high,7,1,0,0,0,0,0,0,0
0,3135,4,high,6,1,1,9,0,0,9,1,9
0,3135,4,high,5,0,2,6,2,0,8,2,8
0,3135,4,high,4,0,3,19,3,2,22,3,2
0,3135,4,high,3,0,4,36,2,3,38,3,8
0,3135,4,high,2,1,3,19,3,2,22,2,2
0,3135,4,high,1,1,2,30,2,3,32,1,2
0,3135,4,high,0,1,1,25,0,2,25,0,5
0,1488,4,high,7,1,0,0,0,0,0,0,0
0,1488,4,high,6,1,1,1,1,0,2,1,2
0,1488,4,high,5,0,2,8,4,1,12,2,2
0,1488,4,high,4,0,3,32,9,4,41,3,1
0,1488,4,high,3,0,4,80,14,9,94,3,4
0,1488,4,high,2,0,3,128,13,14,141,2,1
0,1488,4,high,1,0,2,128,6,13,134,1,4
0,1488,4,high,0,1,1,64,0,6,64,0,4
0,1927,4,high,7,1,0,0,0,0,0,0,0
0,1927,4,high,6,1,1,1,2,0,3,1,3
0,1927,4,high,5,0,2,18,9,2,27,2,7
0,1927,4,high,4,0,3,85,6,9,91,3,1
0,1927,4,high,3,0,4,50,13,6,63,3,3
0,1927,4,high,2,0,3,130,3,13,133,2,3
0,1927,4,high,1,1,2,28,4,3,32,1,2
0,1927,4,high,0,1,1,49,0,4,49,0,9
0,1597,4,high,7,1,0,0,0,0,0,0,0
0,1597,4,high,6,1,1,1,1,0,2,1,2
0,1597,4,high,5,0,2,10,5,1,15,2,5
0,1597,4,high,4,0,3,43,12,5,55,3,5
0,1597,4,high,3,0,4,104,16,12,120,3,0
0,1597,4,high,2,1,3,151,13,16,164,2,4
0,1597,4,high,1,1,2,126,4,13,130,1,0
0,1597,4,high,0,1,1,49,0,4,49,0,9
0,1663,4,high,7,1,0,0,0,0,0,0,0
0,1663,4,high,6,1,1,1,1,0,2,1,2
0,1663,4,high,5,0,2,12,5,1,17,2,7
0,1663,4,high,4,0,3,48,8,5,56,3,6
0,1663,4,high,3,0,4,78,7,8,85,3,5
0,1663,4,high,2,0,3,72,3,7,75,2,5
0,1663,4,high,1,1,2,36,0,3,36,1,6
0,1663,4,high,0,1,1,9,0,0,9,0,9
0,3147,4,high,7,1,0,0,0,0,0,0,0
0,3147,4,high,6,1,1,9,0,0,9,1,9
0,3147,4,high,5,0,2,6,3,0,9,2,9
0,3147,4,high,4,0,3,25,5,3,30,3,0
0,3147,4,high,3,0,4,50,3,5,53,3,3
0,3147,4,high,2,0,3,30,6,3,36,2,6
0,3147,4,high,1,1,2,56,4,6,60,1,0
0,3147,4,high,0,1,1,49,0,4,49,0,9
0,2379,4,high,7,1,0,0,0,0,0,0,0
0,2379,4,high,6,1,1,4,1,0,5,1,5
0,2379,4,high,5,0,2,12,4,1,16,2,6
0,2379,4,high,4,0,3,37,8,4,45,3,5
0,2379,4,high,3,0,4,78,11,8,89,3,9
0,2379,4,high,2,0,3,103,13,11,116,2,6
0,2379,4,high,1,1,2,126,8,13,134,1,4
0,2379,4,high,0,1,1,81,0,8,81,0,1
0,1328,4,high,7,1,0,0,0,0,0,0,0
0,1328,4,high,6,1,1,1,0,0,1,1,1
0,1328,4,high,5,1,2,6,1,0,7,2,7
0,1328,4,high,4,0,3,13,3,1,16,3,6
0,1328,4,high,3,0,4,28,5,3,33,3,3
0,1328,4,high,2,0,3,52,3,5,55,2,5
0,1328,4,high,1,1,2,32,6,3,38,1,8
0,1328,4,high,0,1,1,64,0,6,64,0,4
0,2886,4,high,7,1,0,0,0,0,0,0,0
0,2886,4,high,6,1,1,4,4,0,8,1,8
0,2886,4,high,5,0,2,32,11,4,43,2,3
0,2886,4,high,4,0,3,96,16,11,112,3,2
0,2886,4,high,3,0,4,152,16,16,168,3,8
0,2886,4,high,2,0,3,160,9,16,169,2,9
0,2886,4,high,1,1,2,96,3,9,99,1,9
0,2886,4,high,0,1,1,36,0,3,36,0,6
0,2871,4,high,7,1,0,0,0,0,0,0,0
0,2871,4,high,6,1,1,4,4,0,8,1,8
0,2871,4,high,5,0,2,32,10,4,42,2,2
0,2871,4,high,4,0,3,92,12,10,104,3,4
0,2871,4,high,3,0,4,116,6,12,122,3,2
0,2871,4,high,2,0,3,65,1,6,66,2,6
0,2871,4,high,1,1,2,14,0,1,14,1,4
0,2871,4,high,0,1,1,1,0,0,1,0,1
0,1183,4,high,7,1,0,0,0,0,0,0,0
0,1183,4,high,6,1,1,1,0,0,1,1,1
0,1183,4,high,5,1,2,2,1,0,3,2,3
0,1183,4,high,4,1,3,17,2,1,19,3,9
0,1183,4,high,3,0,4,22,7,2,29,3,9
0,1183,4,high,2,0,3,70,4,7,74,2,4
0,1183,4,high,1,1,2,48,0,4,48,1,8
0,1183,4,high,0,1,1,9,0,0,9,0,9
