seed,x,digits,carry_bin,lsd_position,correct,n_terms,raw_coeff,carry_in,carry_out,total_pre_mod,edge_distance,target_digit
1,2427,4,high,3,0,4,44,6,5,50,3,0
1,2427,4,high,2,0,3,60,3,6,63,2,3
1,2427,4,high,1,1,2,28,4,3,32,1,2
1,2427,4,high,0,1,1,49,0,4,49,0,9
1,2710,4,high,7,1,0,0,0,0,0,0,0
1,2710,4,high,6,1,1,4,3,0,7,1,7
1,2710,4,high,5,1,2,28,5,3,33,2,3
1,2710,4,high,4,1,3,53,1,5,54,3,4
1,2710,4,high,3,1,4,14,0,1,14,3,4
1,2710,4,high,2,1,3,1,0,0,1,2,1
1,2710,4,high,1,1,2,0,0,0,0,1,0
1,2710,4,high,0,1,1,0,0,0,0,0,0
1,2885,4,high,7,1,0,0,0,0,0,0,0
1,2885,4,high,6,1,1,4,4,0,8,1,8
1,2885,4,high,5,0,2,32,11,4,43,2,3
1,2885,4,high,4,0,3,96,16,11,112,3,2
1,2885,4,high,3,0,4,148,15,16,163,3,3
1,2885,4,high,2,1,3,144,8,15,152,2,2
1,2885,4,high,1,1,2,80,2,8,82,1,2
1,2885,4,high,0,1,1,25,0,2,25,0,5
1,2082,4,high,7,1,0,0,0,0,0,0,0
1,2082,4,high,6,1,1,4,0,0,4,1,4
1,2082,4,high,5,0,2,0,3,0,3,2,3
1,2082,4,high,4,0,3,32,1,3,33,3,3
1,2082,4,high,3,0,4,8,6,1,14,3,4
1,2082,4,high,2,0,3,64,3,6,67,2,7
1,2082,4,high,1,1,2,32,0,3,32,1,2
1,2082,4,high,0,1,1,4,0,0,4,0,4
1,2659,4,high,7,1,0,0,0,0,0,0,0
1,2659,4,high,6,1,1,4,3,0,7,1,7
1,2659,4,high,5,1,2,24,6,3,30,2,0
1,2659,4,high,4,0,3,56,11,6,67,3,7
1,2659,4,high,3,0,4,96,14,11,110,3,0
1,2659,4,high,2,0,3,133,9,14,142,2,2
1,2659,4,high,1,1,2,90,8,9,98,1,8
1,2659,4,high,0,1,1,81,0,8,81,0,1
1,2683,4,high,7,1,0,0,0,0,0,0,0
1,2683,4,high,6,1,1,4,3,0,7,1,7
1,2683,4,high,5,0,2,24,7,3,31,2,1
1,2683,4,high,4,1,3,68,11,7,79,3,9
1,2683,4,high,3,0,4,108,10,11,118,3,8
1,2683,4,high,2,0,3,100,4,10,104,2,4
1,2683,4,high,1,1,2,48,0,4,48,1,8
1,2683,4,high,0,1,1,9,0,0,9,0,9
1,2903,4,high,7,1,0,0,0,0,0,0,0
1,2903,4,high,6,1,1,4,4,0,8,1,8
1,2903,4,high,5,1,2,36,8,4,44,2,4
1,2903,4,high,4,0,3,81,1,8,82,3,2
1,2903,4,high,3,0,4,12,5,1,17,3,7
1,2903,4,high,2,1,3,54,0,5,54,2,4
1,2903,4,high,1,1,2,0,0,0,0,1,0
1,2903,4,high,0,1,1,9,0,0,9,0,9
1,1047,4,high,7,1,0,0,0,0,0,0,0
1,1047,4,high,6,1,1,1,0,0,1,1,1
1,1047,4,high,5,0,2,0,0,0,0,2,0
1,1047,4,high,4,0,3,8,1,0,9,3,9
1,1047,4,high,3,0,4,14,2,1,16,3,6
1,1047,4,high,2,0,3,16,6,2,22,2,2
1,1047,4,high,1,1,2,56,4,6,60,1,0
1,1047,4,high,0,1,1,49,0,4,49,0,9
1,2086,4,high,7,1,0,0,0,0,0,0,0
1,2086,4,high,6,1,1,4,0,0,4,1,4
1,2086,4,high,5,0,2,0,3,0,3,2,3
1,2086,4,high,4,0,3,32,3,3,35,3,5
1,2086,4,high,3,0,4,24,7,3,31,3,1
1,2086,4,high,2,0,3,64,9,7,73,2,3
1,2086,4,high,1,1,2,96,3,9,99,1,9
1,2086,4,high,0,1,1,36,0,3,36,0,6
1,2682,4,high,7,1,0,0,0,0,0,0,0
1,2682,4,high,6,1,1,4,3,0,7,1,7
1,2682,4,high,5,0,2,24,7,3,31,2,1
1,2682,4,high,4,1,3,68,11,7,79,3,9
1,2682,4,high,3,0,4,104,9,11,113,3,3
1,2682,4,high,2,0,3,88,3,9,91,2,1
1,2682,4,high,1,1,2,32,0,3,32,1,2
1,2682,4,high,0,1,1,4,0,0,4,0,4
1,1925,4,high,7,1,0,0,0,0,0,0,0
1,1925,4,high,6,1,1,1,2,0,3,1,3
1,1925,4,high,5,0,2,18,9,2,27,2,7
1,1925,4,high,4,0,3,85,5,9,90,3,0
1,1925,4,high,3,0,4,46,9,5,55,3,5
1,1925,4,high,2,1,3,94,2,9,96,2,6
1,1925,4,high,1,1,2,20,2,2,22,1,2
1,1925,4,high,0,1,1,25,0,2,25,0,5
1,3042,4,high,7,1,0,0,0,0,0,0,0
1,3042,4,high,6,1,1,9,0,0,9,1,9
1,3042,4,high,5,0,2,0,2,0,2,2,2
1,3042,4,high,4,0,3,24,1,2,25,3,5
1,3042,4,high,3,0,4,12,1,1,13,3,3
1,3042,4,high,2,0,3,16,1,1,17,2,7
1,3042,4,high,1,1,2,16,0,1,16,1,6
1,3042,4,high,0,1,1,4,0,0,4,0,4
1,2068,4,high,7,1,0,0,0,0,0,0,0
1,2068,4,high,6,1,1,4,0,0,4,1,4
1,2068,4,high,5,1,2,0,2,0,2,2,2
1,2068,4,high,4,1,3,24,3,2,27,3,7
1,2068,4,high,3,0,4,32,4,3,36,3,6
1,2068,4,high,2,0,3,36,10,4,46,2,6
1,2068,4,high,1,1,2,96,6,10,102,1,2
1,2068,4,high,0,1,1,64,0,6,64,0,4
1,1704,4,high,7,1,0,0,0,0,0,0,0
1,1704,4,high,6,0,1,1,1,0,2,1,2
1,1704,4,high,5,1,2,14,5,1,19,2,9
1,1704,4,high,4,0,3,49,1,5,50,3,0
1,1704,4,high,3,0,4,8,5,1,13,3,3
1,1704,4,high,2,0,3,56,0,5,56,2,6
1,1704,4,high,1,1,2,0,1,0,1,1,1
1,1704,4,high,0,1,1,16,0,1,16,0,6
1,1108,4,high,7,1,0,0,0,0,0,0,0
1,1108,4,high,6,1,1,1,0,0,1,1,1
1,1108,4,high,5,1,2,2,0,0,2,2,2
1,1108,4,high,4,1,3,1,1,0,2,3,2
1,1108,4,high,3,0,4,16,1,1,17,3,7
1,1108,4,high,2,0,3,16,0,1,16,2,6
1,1108,4,high,1,1,2,0,6,0,6,1,6
1,1108,4,high,0,1,1,64,0,6,64,0,4
1,2814,4,high,7,1,0,0,0,0,0,0,0
1,2814,4,high,6,0,1,4,3,0,7,1,7
1,2814,4,high,5,0,2,32,7,3,39,2,9
1,2814,4,high,4,0,3,68,3,7,71,3,1
1,2814,4,high,3,1,4,32,6,3,38,3,8
1,2814,4,high,2,0,3,65,0,6,65,2,5
1,2814,4,high,1,1,2,8,1,0,9,1,9
1,2814,4,high,0,1,1,16,0,1,16,0,6
1,1362,4,high,7,1,0,0,0,0,0,0,0
1,1362,4,high,6,1,1,1,0,0,1,1,1
1,1362,4,high,5,0,2,6,2,0,8,2,8
1,1362,4,high,4,0,3,21,4,2,25,3,5
1,1362,4,high,3,0,4,40,5,4,45,3,5
1,1362,4,high,2,0,3,48,2,5,50,2,0
1,1362,4,high,1,0,2,24,0,2,24,1,4
1,1362,4,high,0,1,1,4,0,0,4,0,4
1,1965,4,high,7,1,0,0,0,0,0,0,0
1,1965,4,high,6,1,1,1,2,0,3,1,3
1,1965,4,high,5,0,2,18,10,2,28,2,8
1,1965,4,high,4,0,3,93,13,10,106,3,6
1,1965,4,high,3,0,4,118,13,13,131,3,1
1,1965,4,high,2,1,3,126,6,13,132,2,2
1,1965,4,high,1,1,2,60,2,6,62,1,2
1,1965,4,high,0,1,1,25,0,2,25,0,5
1,1500,4,high,7,1,0,0,0,0,0,0,0
1,1500,4,high,6,1,1,1,1,0,2,1,2
1,1500,4,high,5,1,2,10,2,1,12,2,2
1,1500,4,high,4,0,3,25,0,2,25,3,5
1,1500,4,high,3,1,4,0,0,0,0,3,0
1,1500,4,high,2,1,3,0,0,0,0,2,0
1,1500,4,high,1,1,2,0,0,0,0,1,0
1,1500,4,high,0,1,1,0,0,0,0,0,0
1,2045,4,high,7,1,0,0,0,0,0,0,0
1,2045,4,high,6,1,1,4,0,0,4,1,4
1,2045,4,high,5,1,2,0,1,0,1,2,1
1,2045,4,high,4,0,3,16,2,1,18,3,8
1,2045,4,high,3,0,4,20,2,2,22,3,2
1,2045,4,high,2,1,3,16,4,2,20,2,0
1,2045,4,high,1,1,2,40,2,4,42,1,2
1,2045,4,high,0,1,1,25,0,2,25,0,5
1,2729,4,high,7,1,0,0,0,0,0,0,0
1,2729,4,high,6,1,1,4,3,0,7,1,7
1,2729,4,high,5,0,2,28,6,3,34,2,4
1,2729,4,high,4,0,3,57,7,6,64,3,4
1,2729,4,high,3,0,4,64,13,7,77,3,7
1,2729,4,high,2,0,3,130,4,13,134,2,4
1,2729,4,high,1,1,2,36,8,4,44,1,4
1,2729,4,high,0,1,1,81,0,8,81,0,1
1,1557,4,high,7,1,0,0,0,0,0,0,0
1,1557,4,high,6,1,1,1,1,0,2,1,2
1,1557,4,high,5,1,2,10,4,1,14,2,4
1,1557,4,high,4,0,3,35,7,4,42,3,2
1,1557,4,high,3,0,4,64,10,7,74,3,4
1,1557,4,high,2,0,3,95,7,10,102,2,2
1,1557,4,high,1,1,2,70,4,7,74,1,4
1,1557,4,high,0,1,1,49,0,4,49,0,9
1,2827,4,high,7,1,0,0,0,0,0,0,0
1,2827,4,high,6,0,1,4,3,0,7,1,7
1,2827,4,high,5,0,2,32,7,3,39,2,9
1,2827,4,high,4,0,3,72,7,7,79,3,9
1,2827,4,high,3,1,4,60,11,7,71,3,1
1,2827,4,high,2,0,3,116,3,11,119,2,9
1,2827,4,high,1,1,2,28,4,3,32,1,2
1,2827,4,high,0,1,1,49,0,4,49,0,9
1,2927,4,high,7,1,0,0,0,0,0,0,0
1,2927,4,high,6,1,1,4,4,0,8,1,8
1,2927,4,high,5,0,2,36,9,4,45,2,5
1,2927,4,high,4,0,3,89,7,9,96,3,6
1,2927,4,high,3,0,4,64,13,7,77,3,7
1,2927,4,high,2,0,3,130,3,13,133,2,3
1,2927,4,high,1,1,2,28,4,3,32,1,2
1,2927,4,high,0,1,1,49,0,4,49,0,9
1,2043,4,high,7,1,0,0,0,0,0,0,0
1,2043,4,high,6,1,1,4,0,0,4,1,4
1,2043,4,high,5,1,2,0,1,0,1,2,1
1,2043,4,high,4,1,3,16,1,1,17,3,7
1,2043,4,high,3,0,4,12,1,1,13,3,3
1,2043,4,high,2,0,3,16,2,1,18,2,8
1,2043,4,high,1,1,2,24,0,2,24,1,4
1,2043,4,high,0,1,1,9,0,0,9,0,9
1,1534,4,high,7,1,0,0,0,0,0,0,0
1,1534,4,high,6,1,1,1,1,0,2,1,2
1,1534,4,high,5,1,2,10,3,1,13,2,3
1,1534,4,high,4,0,3,31,4,3,35,3,5
1,1534,4,high,3,0,4,38,5,4,43,3,3
1,1534,4,high,2,0,3,49,2,5,51,2,1
1,1534,4,high,1,0,2,24,1,2,25,1,5
1,1534,4,high,0,1,1,16,0,1,16,0,6
1,2441,4,high,7,1,0,0,0,0,0,0,0
1,2441,4,high,6,1,1,4,1,0,5,1,5
1,2441,4,high,5,0,2,16,3,1,19,2,9
1,2441,4,high,4,1,3,32,3,3,35,3,5
1,2441,4,high,3,0,4,36,2,3,38,3,8
1,2441,4,high,2,0,3,24,0,2,24,2,4
1,2441,4,high,1,1,2,8,0,0,8,1,8
1,2441,4,high,0,1,1,1,0,0,1,0,1
1,2366,4,high,7,1,0,0,0,0,0,0,0
1,2366,4,high,6,1,1,4,1,0,5,1,5
1,2366,4,high,5,0,2,12,3,1,15,2,5
1,2366,4,high,4,0,3,33,6,3,39,3,9
1,2366,4,high,3,1,4,60,7,6,67,3,7
1,2366,4,high,2,0,3,72,7,7,79,2,9
1,2366,4,high,1,1,2,72,3,7,75,1,5
1,2366,4,high,0,1,1,36,0,3,36,0,6
1,1702,4,high,7,1,0,0,0,0,0,0,0
1,1702,4,high,6,0,1,1,1,0,2,1,2
1,1702,4,high,5,0,2,14,4,1,18,2,8
1,1702,4,high,4,1,3,49,0,4,49,3,9
1,1702,4,high,3,0,4,4,2,0,6,3,6
1,1702,4,high,2,0,3,28,0,2,28,2,8
1,1702,4,high,1,1,2,0,0,0,0,1,0
1,1702,4,high,0,1,1,4,0,0,4,0,4
1,2818,4,high,7,1,0,0,0,0,0,0,0
1,2818,4,high,6,0,1,4,3,0,7,1,7
1,2818,4,high,5,0,2,32,7,3,39,2,9
1,2818,4,high,4,0,3,68,6,7,74,3,4
1,2818,4,high,3,0,4,48,13,6,61,3,1
1,2818,4,high,2,0,3,129,2,13,131,2,1
1,2818,4,high,1,1,2,16,6,2,22,1,2
1,2818,4,high,0,1,1,64,0,6,64,0,4
1,1564,4,high,7,1,0,0,0,0,0,0,0
1,1564,4,high,6,1,1,1,1,0,2,1,2
1,1564,4,high,5,1,2,10,4,1,14,2,4
1,1564,4,high,4,0,3,37,7,4,44,3,4
1,1564,4,high,3,0,4,68,8,7,76,3,6
1,1564,4,high,2,0,3,76,4,8,80,2,0
1,1564,4,high,1,1,2,48,1,4,49,1,9
1,1564,4,high,0,1,1,16,0,1,16,0,6
1,2645,4,high,7,1,0,0,0,0,0,0,0
1,2645,4,high,6,0,1,4,2,0,6,1,6
1,2645,4,high,5,0,2,24,5,2,29,2,9
1,2645,4,high,4,0,3,52,7,5,59,3,9
1,2645,4,high,3,0,4,68,8,7,76,3,6
1,2645,4,high,2,1,3,76,4,8,80,2,0
1,2645,4,high,1,1,2,40,2,4,42,1,2
1,2645,4,high,0,1,1,25,0,2,25,0,5
1,2137,4,high,7,1,0,0,0,0,0,0,0
1,2137,4,high,6,1,1,4,0,0,4,1,4
1,2137,4,high,5,1,2,4,1,0,5,2,5
1,2137,4,high,4,0,3,13,3,1,16,3,6
1,2137,4,high,3,0,4,34,2,3,36,3,6
1,2137,4,high,2,0,3,23,4,2,27,2,7
1,2137,4,high,1,1,2,42,4,4,46,1,6
1,2137,4,high,0,1,1,49,0,4,49,0,9
1,1741,4,high,7,1,0,0,0,0,0,0,0
1,1741,4,high,6,1,1,1,2,0,3,1,3
1,1741,4,high,5,1,2,14,6,2,20,2,0
1,1741,4,high,4,0,3,57,6,6,63,3,3
1,1741,4,high,3,0,4,58,3,6,61,3,1
1,1741,4,high,2,0,3,30,0,3,30,2,0
1,1741,4,high,1,1,2,8,0,0,8,1,8
1,1741,4,high,0,1,1,1,0,0,1,0,1
1,1930,4,high,7,1,0,0,0,0,0,0,0
1,1930,4,high,6,1,1,1,2,0,3,1,3
1,1930,4,high,5,0,2,18,9,2,27,2,7
1,1930,4,high,4,0,3,87,5,9,92,3,2
1,1930,4,high,3,0,4,54,0,5,54,3,4
1,1930,4,high,2,1,3,9,0,0,9,2,9
1,1930,4,high,1,1,2,0,0,0,0,1,0
1,1930,4,high,0,1,1,0,0,0,0,0,0
1,3158,4,high,7,1,0,0,0,0,0,0,0
1,3158,4,high,6,1,1,9,0,0,9,1,9
1,3158,4,high,5,0,2,6,3,0,9,2,9
1,3158,4,high,4,0,3,31,6,3,37,3,7
1,3158,4,high,3,0,4,58,4,6,62,3,2
1,3158,4,high,2,0,3,41,8,4,49,2,9
1,3158,4,high,1,1,2,80,6,8,86,1,6
1,3158,4,high,0,1,1,64,0,6,64,0,4
1,2768,4,high,7,1,0,0,0,0,0,0,0
1,2768,4,high,6,1,1,4,3,0,7,1,7
1,2768,4,high,5,0,2,28,8,3,36,2,6
1,2768,4,high,4,0,3,73,13,8,86,3,6
1,2768,4,high,3,1,4,116,15,13,131,3,1
1,2768,4,high,2,0,3,148,10,15,158,2,8
1,2768,4,high,1,0,2,96,6,10,102,1,2
1,2768,4,high,0,1,1,64,0,6,64,0,4
1,1909,4,high,7,1,0,0,0,0,0,0,0
1,1909,4,high,6,1,1,1,2,0,3,1,3
1,1909,4,high,5,0,2,18,8,2,26,2,6
1,1909,4,high,4,1,3,81,3,8,84,3,4
1,1909,4,high,3,1,4,18,16,3,34,3,4
1,1909,4,high,2,0,3,162,0,16,162,2,2
1,1909,4,high,1,1,2,0,8,0,8,1,8
1,1909,4,high,0,1,1,81,0,8,81,0,1
1,2758,4,high,7,1,0,0,0,0,0,0,0
1,2758,4,high,6,1,1,4,3,0,7,1,7
1,2758,4,high,5,0,2,28,8,3,36,2,6
1,2758,4,high,4,0,3,69,11,8,80,3,0
1,2758,4,high,3,0,4,102,14,11,116,3,6
1,2758,4,high,2,0,3,137,8,14,145,2,5
1,2758,4,high,1,1,2,80,6,8,86,1,6
1,2758,4,high,0,1,1,64,0,6,64,0,4
1,2194,4,high,7,1,0,0,0,0,0,0,0
1,2194,4,high,6,1,1,4,0,0,4,1,4
1,2194,4,high,5,0,2,4,4,0,8,2,8
1,2194,4,high,4,0,3,37,4,4,41,3,1
1,2194,4,high,3,0,4,34,9,4,43,3,3
1,2194,4,high,2,0,3,89,7,9,96,2,6
1,2194,4,high,1,1,2,72,1,7,73,1,3
1,2194,4,high,0,1,1,16,0,1,16,0,6
1,2156,4,high,7,1,0,0,0,0,0,0,0
1,2156,4,high,6,1,1,4,0,0,4,1,4
1,2156,4,high,5,1,2,4,2,0,6,2,6
1,2156,4,high,4,0,3,21,3,2,24,3,4
1,2156,4,high,3,0,4,34,4,3,38,3,8
1,2156,4,high,2,0,3,37,6,4,43,2,3
1,2156,4,high,1,1,2,60,3,6,63,1,3
1,2156,4,high,0,1,1,36,0,3,36,0,6
1,2161,4,high,7,1,0,0,0,0,0,0,0
1,2161,4,high,6,1,1,4,0,0,4,1,4
1,2161,4,high,5,0,2,4,2,0,6,2,6
1,2161,4,high,4,0,3,25,1,2,26,3,6
1,2161,4,high,3,0,4,16,3,1,19,3,9
1,2161,4,high,2,0,3,38,1,3,39,2,9
1,2161,4,high,1,1,2,12,0,1,12,1,2
1,2161,4,high,0,1,1,1,0,0,1,0,1
1,1156,4,high,7,1,0,0,0,0,0,0,0
1,1156,4,high,6,1,1,1,0,0,1,1,1
1,1156,4,high,5,1,2,2,1,0,3,2,3
1,1156,4,high,4,1,3,11,2,1,13,3,3
1,1156,4,high,3,0,4,22,4,2,26,3,6
1,1156,4,high,2,0,3,37,6,4,43,2,3
1,1156,4,high,1,1,2,60,3,6,63,1,3
1,1156,4,high,0,1,1,36,0,3,36,0,6
1,1825,4,high,7,1,0,0,0,0,0,0,0
1,1825,4,high,6,1,1,1,2,0,3,1,3
1,1825,4,high,5,1,2,16,7,2,23,2,3
1,1825,4,high,4,0,3,68,5,7,73,3,3
1,1825,4,high,3,0,4,42,8,5,50,3,0
1,1825,4,high,2,1,3,84,2,8,86,2,6
1,1825,4,high,1,1,2,20,2,2,22,1,2
1,1825,4,high,0,1,1,25,0,2,25,0,5
1,1768,4,high,7,1,0,0,0,0,0,0,0
1,1768,4,high,6,1,1,1,2,0,3,1,3
1,1768,4,high,5,1,2,14,7,2,21,2,1
1,1768,4,high,4,0,3,61,11,7,72,3,2
1,1768,4,high,3,0,4,100,15,11,115,3,5
1,1768,4,high,2,0,3,148,10,15,158,2,8
1,1768,4,high,1,0,2,96,6,10,102,1,2
1,1768,4,high,0,1,1,64,0,6,64,0,4
1,3145,4,high,7,1,0,0,0,0,0,0,0
1,3145,4,high,6,1,1,9,0,0,9,1,9
1,3145,4,high,5,1,2,6,2,0,8,2,8
1,3145,4,high,4,0,3,25,4,2,29,3,9
1,3145,4,high,3,0,4,38,3,4,41,3,1
1,3145,4,high,2,1,3,26,4,3,30,2,0
1,3145,4,high,1,1,2,40,2,4,42,1,2
1,3145,4,high,0,1,1,25,0,2,25,0,5
1,1209,4,high,7,1,0,0,0,0,0,0,0
1,1209,4,high,6,1,1,1,0,0,1,1,1
1,1209,4,high,5,1,2,4,0,0,4,2,4
1,1209,4,high,4,0,3,4,2,0,6,3,6
1,1209,4,high,3,0,4,18,3,2,21,3,1
1,1209,4,high,2,0,3,36,0,3,36,2,6
1,1209,4,high,1,1,2,0,8,0,8,1,8
1,1209,4,high,0,1,1,81,0,8,81,0,1
1,1881,4,high,7,1,0,0,0,0,0,0,0
1,1881,4,high,6,1,1,1,2,0,3,1,3
1,1881,4,high,5,1,2,16,9,2,25,2,5
1,1881,4,high,4,0,3,80,13,9,93,3,3
1,1881,4,high,3,1,4,130,8,13,138,3,8
1,1881,4,high,2,0,3,80,1,8,81,2,1
1,1881,4,high,1,0,2,16,0,1,16,1,6
1,1881,4,high,0,1,1,1,0,0,1,0,1
1,1167,4,high,7,1,0,0,0,0,0,0,0
1,1167,4,high,6,1,1,1,0,0,1,1,1
1,1167,4,high,5,1,2,2,1,0,3,2,3
1,1167,4,high,4,0,3,13,3,1,16,3,6
1,1167,4,high,3,0,4,26,5,3,31,3,1
1,1167,4,high,2,0,3,50,8,5,58,2,8
1,1167,4,high,1,0,2,84,4,8,88,1,8
1,1167,4,high,0,1,1,49,0,4,49,0,9
1,1077,4,high,7,1,0,0,0,0,0,0,0
1,1077,4,high,6,1,1,1,0,0,1,1,1
1,1077,4,high,5,1,2,0,1,0,1,2,1
1,1077,4,high,4,0,3,14,1,1,15,3,5
1,1077,4,high,3,0,4,14,5,1,19,3,9
1,1077,4,high,2,0,3,49,10,5,59,2,9
1,1077,4,high,1,0,2,98,4,10,102,1,2
1,1077,4,high,0,1,1,49,0,4,49,0,9
1,1827,4,high,7,1,0,0,0,0,0,0,0
1,1827,4,high,6,1,1,1,2,0,3,1,3
1,1827,4,high,5,1,2,16,7,2,23,2,3
1,1827,4,high,4,1,3,68,5,7,73,3,3
1,1827,4,high,3,0,4,46,11,5,57,3,7
1,1827,4,high,2,0,3,116,3,11,119,2,9
1,1827,4,high,1,1,2,28,4,3,32,1,2
1,1827,4,high,0,1,1,49,0,4,49,0,9
1,1162,4,high,7,1,0,0,0,0,0,0,0
1,1162,4,high,6,1,1,1,0,0,1,1,1
1,1162,4,high,5,1,2,2,1,0,3,2,3
1,1162,4,high,4,0,3,13,2,1,15,3,5
1,1162,4,high,3,1,4,16,4,2,20,3,0
1,1162,4,high,2,0,3,40,2,4,42,2,2
1,1162,4,high,1,0,2,24,0,2,24,1,4
1,1162,4,high,0,1,1,4,0,0,4,0,4
1,2669,4,high,7,1,0,0,0,0,0,0,0
1,2669,4,high,6,1,1,4,3,0,7,1,7
1,2669,4,high,5,0,2,24,7,3,31,2,1
1,2669,4,high,4,0,3,60,12,7,72,3,2
1,2669,4,high,3,0,4,108,15,12,123,3,3
1,2669,4,high,2,0,3,144,11,15,155,2,5
1,2669,4,high,1,1,2,108,8,11,116,1,6
1,2669,4,high,0,1,1,81,0,8,81,0,1
1,1237,4,high,7,1,0,0,0,0,0,0,0
1,1237,4,high,6,1,1,1,0,0,1,1,1
1,1237,4,high,5,1,2,4,1,0,5,2,5
1,1237,4,high,4,0,3,10,3,1,13,3,3
1,1237,4,high,3,0,4,26,4,3,30,3,0
1,1237,4,high,2,0,3,37,4,4,41,2,1
1,1237,4,high,1,1,2,42,4,4,46,1,6
1,1237,4,high,0,1,1,49,0,4,49,0,9
1,1067,4,high,7,1,0,0,0,0,0,0,0
1,1067,4,high,6,1,1,1,0,0,1,1,1
1,1067,4,high,5,1,2,0,1,0,1,2,1
1,1067,4,high,4,0,3,12,1,1,13,3,3
1,1067,4,high,3,0,4,14,4,1,18,3,8
1,1067,4,high,2,0,3,36,8,4,44,2,4
1,1067,4,high,1,0,2,84,4,8,88,1,8
1,1067,4,high,0,1,1,49,0,4,49,0,9
1,1619,4,high,7,1,0,0,0,0,0,0,0
1,1619,4,high,6,1,1,1,1,0,2,1,2
1,1619,4,high,5,0,2,12,4,1,16,2,6
1,1619,4,high,4,0,3,38,4,4,42,3,2
1,1619,4,high,3,0,4,30,11,4,41,3,1
1,1619,4,high,2,0,3,109,2,11,111,2,1
1,1619,4,high,1,1,2,18,8,2,26,1,6
1,1619,4,high,0,1,1,81,0,8,81,0,1
1,2489,4,high,7,1,0,0,0,0,0,0,0
1,2489,4,high,6,1,1,4,2,0,6,1,6
1,2489,4,high,5,0,2,16,5,2,21,2,1
1,2489,4,high,4,0,3,48,11,5,59,3,9
1,2489,4,high,3,0,4,100,15,11,115,3,5
1,2489,4,high,2,0,3,136,15,15,151,2,1
1,2489,4,high,1,1,2,144,8,15,152,1,2
1,2489,4,high,0,1,1,81,0,8,81,0,1
1,2409,4,high,7,1,0,0,0,0,0,0,0
1,2409,4,high,6,0,1,4,1,0,5,1,5
1,2409,4,high,5,0,2,16,2,1,18,2,8
1,2409,4,high,4,0,3,16,4,2,20,3,0
1,2409,4,high,3,0,4,36,7,4,43,3,3
1,2409,4,high,2,0,3,72,0,7,72,2,2
1,2409,4,high,1,0,2,0,8,0,8,1,8
1,2409,4,high,0,1,1,81,0,8,81,0,1
1,2420,4,high,7,1,0,0,0,0,0,0,0
1,2420,4,high,6,1,1,4,1,0,5,1,5
1,2420,4,high,5,0,2,16,2,1,18,2,8
1,2420,4,high,4,0,3,24,1,2,25,3,5
1,2420,4,high,3,0,4,16,0,1,16,3,6
1,2420,4,high,2,1,3,4,0,0,4,2,4
1,2420,4,high,1,1,2,0,0,0,0,1,0
1,2420,4,high,0,1,1,0,0,0,0,0,0
1,1815,4,high,7,1,0,0,0,0,0,0,0
1,1815,4,high,6,1,1,1,2,0,3,1,3
1,1815,4,high,5,0,2,16,6,2,22,2,2
1,1815,4,high,4,0,3,66,3,6,69,3,9
1,1815,4,high,3,0,4,26,8,3,34,3,4
1,1815,4,high,2,1,3,81,1,8,82,2,2
1,1815,4,high,1,1,2,10,2,1,12,1,2
1,1815,4,high,0,1,1,25,0,2,25,0,5
1,2828,4,high,7,1,0,0,0,0,0,0,0
1,2828,4,high,6,0,1,4,3,0,7,1,7
1,2828,4,high,5,1,2,32,7,3,39,2,9
1,2828,4,high,4,1,3,72,7,7,79,3,9
1,2828,4,high,3,0,4,64,13,7,77,3,7
1,2828,4,high,2,0,3,132,3,13,135,2,5
1,2828,4,high,1,0,2,32,6,3,38,1,8
1,2828,4,high,0,1,1,64,0,6,64,0,4
1,2995,4,high,7,1,0,0,0,0,0,0,0
1,2995,4,high,6,1,1,4,4,0,8,1,8
1,2995,4,high,5,0,2,36,13,4,49,2,9
1,2995,4,high,4,1,3,117,20,13,137,3,7
1,2995,4,high,3,1,4,182,18,20,200,3,0
1,2995,4,high,2,1,3,171,9,18,180,2,0
1,2995,4,high,1,1,2,90,2,9,92,1,2
1,2995,4,high,0,1,1,25,0,2,25,0,5
1,2889,4,high,7,1,0,0,0,0,0,0,0
1,2889,4,high,6,1,1,4,4,0,8,1,8
1,2889,4,high,5,0,2,32,11,4,43,2,3
1,2889,4,high,4,0,3,96,18,11,114,3,4
1,2889,4,high,3,0,4,164,22,18,186,3,6
1,2889,4,high,2,0,3,208,15,22,223,2,3
1,2889,4,high,1,1,2,144,8,15,152,1,2
1,2889,4,high,0,1,1,81,0,8,81,0,1
1,1665,4,high,7,1,0,0,0,0,0,0,0
1,1665,4,high,6,1,1,1,1,0,2,1,2
1,1665,4,high,5,1,2,12,5,1,17,2,7
1,1665,4,high,4,0,3,48,9,5,57,3,7
1,1665,4,high,3,0,4,82,10,9,92,3,2
1,1665,4,high,2,1,3,96,6,10,102,2,2
1,1665,4,high,1,1,2,60,2,6,62,1,2
1,1665,4,high,0,1,1,25,0,2,25,0,5
1,1781,4,high,7,1,0,0,0,0,0,0,0
1,1781,4,high,6,1,1,1,2,0,3,1,3
1,1781,4,high,5,0,2,14,7,2,21,2,1
1,1781,4,high,4,1,3,65,12,7,77,3,7
1,1781,4,high,3,0,4,114,7,12,121,3,1
1,1781,4,high,2,0,3,78,1,7,79,2,9
1,1781,4,high,1,1,2,16,0,1,16,1,6
1,1781,4,high,0,1,1,1,0,0,1,0,1
